"filename", "language", "TypeScript", "JSON", "Shell Script", "JavaScript", "CSS", "HTML", "SCSS", "Markdown", "YAML", "XML", "Docker", "Log", "OpenVPN Configuration", "comment", "blank", "total"
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider-new/slider-new.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider-new/slider-new.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider-new/slider-new.component.ts", "TypeScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 31
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider/slider.component.html", "HTML", 0, 0, 0, 0, 0, 434, 0, 0, 0, 0, 0, 0, 0, 18, 13, 465
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider/slider.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider/slider.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/slider/slider.component.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/team/team.component.html", "HTML", 0, 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 8, 1, 73
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/team/team.component.scss", "SCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/team/team.component.spec.ts", "TypeScript", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 26
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/team/team.component.ts", "TypeScript", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/utils.service.spec.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13
"/Users/meldiron/Desktop/eteam/AngularClient/src/app/utils.service.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 34
